genes	logFC.AL	FDR.AL	groups	coarse_groups	rank_from_biggest_increase	rank_from_biggest_decrease	gene_names	uniprot_acc	broad_gene_name	uniprot_gene_name	fungidb_gene_name	blast2go_annotation	is_tf	is_kinases	is_virulence_gene	order_peaktime	scer_orthologs	scer_ortholog_descriptions
CNAG_04021	-0.480685593377719	0.0470970944684717	AMB+LF down only	AMB+LF only	350	143	NA	NA	large subunit ribosomal protein L24	Large subunit ribosomal protein L24	large subunit ribosomal protein L24	RL262_ARATH60|S ribosomal protein L26-2 OS=Arabidopsis thaliana OX=3702 GN=RPL26B PE=2 SV=1	NA	NA	NA	NA	RPL26A; RPL26B	60S ribosomal protein L26-A (L33) (Large ribosomal subunit protein uL24-A) (YL33); 60S ribosomal protein L26-B (L33) (Large ribosomal subunit protein uL24-B) (YL33)
CNAG_04601	-0.479485866757961	0.0181252758632059	AMB+LF down only	AMB+LF only	349	144	NA	NA	glycine hydroxymethyltransferase	Serine hydroxymethyltransferase (EC 2.1.2.1)	glycine hydroxymethyltransferase	GLYC2_DICDI|Serine hydroxymethyltransferase 2 OS=Dictyostelium discoideum OX=44689 GN=shmt2 PE=3 SV=1	NA	NA	NA	NA	SHM1; SHM2	Serine hydroxymethyltransferase, mitochondrial (SHMT) (EC 2.1.2.1) (Glycine hydroxymethyltransferase) (Serine methylase); Serine hydroxymethyltransferase, cytosolic (SHMT) (EC 2.1.2.1) (Glycine hydroxymethyltransferase) (Serine methylase)
CNAG_00969	-0.478958417614881	0.046907449255791	AMB+LF down only	AMB+LF only	348	145	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein	NA	NA	NA	NA	559	NA	NA
CNAG_07327	-0.477300909652028	0.0236588040766471	AMB+LF down only	AMB+LF only	347	146	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein	MCR1_CANGANAD|H-cytochrome b5 reductase 2 OS=Candida glabrata (strain ATCC 2001 / CBS 138 / JCM 3761 / NBRC 0622 / NRRL Y-65) OX=284593 GN=MCR1 PE=3 SV=1	NA	NA	NA	NA	NA	NA
CNAG_03401	-0.476178460342898	0.0154733224249945	AMB+LF down only	AMB+LF only	346	147	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein	NA	TRUE	NA	NA	NA	NA	NA
CNAG_05814	-0.47583960168001	0.0279410785320334	AMB+LF down only	AMB+LF only	345	148	NA	NA	small subunit ribosomal protein S10e	Small subunit ribosomal protein S10e	small subunit ribosomal protein S10e	RS10B_SCHPO40|S ribosomal protein S10-B OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=rps1002 PE=3 SV=1	NA	NA	NA	NA	RPS10A; RPS10B	40S ribosomal protein S10-A (Small ribosomal subunit protein eS10-A); 40S ribosomal protein S10-B (Small ribosomal subunit protein eS10-B)
CNAG_02061	-0.472928468208913	0.0270042064002428	AMB+LF down only	AMB+LF only	344	149	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein	NA	NA	NA	NA	NA	NA	NA
CNAG_05123	-0.47171563163327	0.0131933048898688	AMB+LF down only	AMB+LF only	343	150	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein	NA	NA	NA	NA	NA	NA	NA
CNAG_03195	-0.471330862910669	0.037968226787874	AMB+LF down only	AMB+LF only	342	151	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein	NA	NA	NA	NA	NA	NA	NA
CNAG_02552	-0.470094247969669	0.0398930900084221	AMB+LF down only	AMB+LF only	341	152	NA	NA	transketolase	Transketolase	transketolase, transketolase, variant 1, transketolase, variant 2	DAS_CANBO|Dihydroxyacetone synthase OS=Candida boidinii OX=5477 GN=DAS1 PE=1 SV=3	NA	NA	NA	170	NA	NA
CNAG_01170	-0.469910230527609	0.0424415025800433	AMB+LF down only	AMB+LF only	340	153	NA	NA	small subunit ribosomal protein S17	Small subunit ribosomal protein S17	small subunit ribosomal protein S17	RS17_NEUCR40|S ribosomal protein S17 OS=Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987) OX=367110 GN=rps-17 PE=3 SV=1	NA	NA	NA	NA	RPS17A; RPS17B	40S ribosomal protein S17-A (RP51A) (Small ribosomal subunit protein eS17-A); 40S ribosomal protein S17-B (RP51B) (Small ribosomal subunit protein eS17-B)
CNAG_04581	-0.469880412963036	0.0327303062320815	AMB+LF down only	AMB+LF only	339	154	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein	NA	NA	NA	NA	NA	NA	NA
CNAG_03718	-0.46983846423628	0.0385300639290185	AMB+LF down only	AMB+LF only	338	155	NA	NA	mitochondrial intermediate peptidase 2	Mitochondrial intermediate peptidase 2	mitochondrial intermediate peptidase 2	PMIP2_CRYNB|Mitochondrial intermediate peptidase 2 OS=Cryptococcus neoformans var. neoformans serotype D (strain B-3501A) OX=283643 GN=OCT2 PE=3 SV=1	NA	NA	NA	NA	OCT1	Mitochondrial intermediate peptidase (MIP) (EC 3.4.24.59)
CNAG_01489	-0.469699338404406	0.0297912493560427	AMB+LF down only	AMB+LF only	337	156	CAS9	NA	maltose O-acetyltransferase	Maltose O-acetyltransferase	maltose O-acetyltransferase	Y0825_DICDI|Putative acetyltransferase DDB_G0280825 OS=Dictyostelium discoideum OX=44689 GN=DDB_G0280825 PE=3 SV=1	NA	NA	NA	NA	NA	Putative acetyltransferase YJL218W (EC 2.3.1.-)
CNAG_06362	-0.469299418181689	0.0171163003052462	AMB+LF down only	AMB+LF only	336	157	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein	NA	NA	NA	NA	NA	NA	NA
CNAG_06421	-0.46835437343369	0.0198929126334044	AMB+LF down only	AMB+LF only	335	158	NA	NA	acetolactate synthase, small subunit	Acetolactate synthase, small subunit	acetolactate synthase, small subunit	ILV6_YEAST|Acetolactate synthase small subunit, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ILV6 PE=1 SV=2	NA	NA	NA	NA	ILV6	Acetolactate synthase small subunit, mitochondrial (Acetohydroxy-acid synthase small subunit) (AHAS) (ALS)
CNAG_03221	-0.467866813269946	0.0367761092982785	AMB+LF down only	AMB+LF only	334	159	NA	NA	large subunit ribosomal protein L29	60S ribosomal protein L29	large subunit ribosomal protein L29	RL29_YEAST60|S ribosomal protein L29 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL29 PE=1 SV=3	NA	NA	NA	NA	RPL29	60S ribosomal protein L29 (Large ribosomal subunit protein eL29) (YL43)
CNAG_00370	-0.467247560927973	0.0343515934291477	AMB+LF down only	AMB+LF only	333	160	UBI1	NA	polyubiquitin	Polyubiquitin	Predicted ubiquitin-ribosomal 60s subunit protein L40a fusion protein	RL40_CRYNJ|Ubiquitin-60S ribosomal protein L40 OS=Cryptococcus neoformans var. neoformans serotype D (strain JEC21 / ATCC MYA-565) OX=214684 GN=UBI1 PE=1 SV=2	NA	NA	NA	NA	RPL40A; RPL40B	Ubiquitin-60S ribosomal protein L40 [Cleaved into: Ubiquitin; 60S ribosomal protein L40-A (CEP52) (Large ribosomal subunit protein eL40-A)]; Ubiquitin-60S ribosomal protein L40 [Cleaved into: Ubiquitin; 60S ribosomal protein L40-B (CEP52) (Large ribosomal subunit protein eL40-B)]
CNAG_01884	-0.465196853841512	0.0192292853197837	AMB+LF down only	AMB+LF only	332	161	NA	NA	large subunit ribosomal protein L3	Large subunit ribosomal protein L3	large subunit ribosomal protein L3	RL3_ASPFU60|S ribosomal protein L3 OS=Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) OX=330879 GN=rpl3 PE=1 SV=2	NA	NA	NA	NA	RPL3	60S ribosomal protein L3 (Large ribosomal subunit protein uL3) (Maintenance of killer protein 8) (RP1) (Trichodermin resistance protein) (YL1)
CNAG_06278	-0.464563461386646	0.0209657830520715	AMB+LF down only	AMB+LF only	331	162	TCO7	NA	hypothetical protein	Uncharacterized protein	Two-component-like sensor kinase	GACS_PSEPH|Sensor histidine kinase GacS OS=Pseudomonas protegens (strain DSM 19095 / LMG 27888 / CHA0) OX=1124983 GN=gacS PE=3 SV=1	NA	TRUE	NA	NA	NA	NA
CNAG_00781	-0.463362543364692	0.0189263877089509	AMB+LF down only	AMB+LF only	330	163	LSM3	J9VF22	U6 snRNA-associated Sm-like protein LSm3	U6 snRNA-associated Sm-like protein LSm3	U6 snRNA-associated Sm-like protein LSm3	LSM3B_ARATH|Sm-like protein LSM3B OS=Arabidopsis thaliana OX=3702 GN=LSM3B PE=1 SV=1	NA	NA	NA	NA	LSM3	U6 snRNA-associated Sm-like protein LSm3 (SmX4 protein)
CNAG_03104	-0.462487807276398	0.0463840938123813	AMB+LF down only	AMB+LF only	329	164	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein	MOG1_DANRE|Ran guanine nucleotide release factor OS=Danio rerio OX=7955 GN=rangrf PE=2 SV=1	NA	NA	NA	NA	MOG1	Nuclear import protein MOG1 (Multicopy suppressor of GSP1)
CNAG_06403	-0.460732763811078	0.0480463702949065	AMB+LF down only	AMB+LF only	328	165	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein	NA	NA	NA	NA	1123	NA	NA
CNAG_03099	-0.459817012251153	0.0432205375390951	AMB+LF down only	AMB+LF only	327	166	CHS1	O13356	chitin synthase 1	Chitin synthase 1 (EC 2.4.1.16) (Chitin-UDP acetyl-glucosaminyl transferase 1) (Class-IV chitin synthase 1)	chitin synthase 1	CHS1_CRYNH|Chitin synthase 1 OS=Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487) OX=235443 GN=CHS1 PE=3 SV=2	NA	NA	NA	NA	CHS3	Chitin synthase 3 (EC 2.4.1.16) (Chitin-UDP acetyl-glucosaminyl transferase 3) (Class-IV chitin synthase 3)
CNAG_07682	-0.459802885296578	0.0263959315202632	AMB+LF down only	AMB+LF only	326	167	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein, hypothetical protein, variant	NA	NA	NA	NA	NA	NA	NA
CNAG_01709	-0.459712704414534	0.00511917468501119	AMB+LF down only	AMB+LF only	325	168	NA	NA	translation initiation factor 5	Translation initiation factor 5	translation initiation factor 5	IF5_SCHPO|Probable eukaryotic translation initiation factor 5 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=tif5 PE=3 SV=1	NA	NA	NA	NA	TIF5	Eukaryotic translation initiation factor 5 (eIF-5)
CNAG_06860	-0.459625768150771	0.0327377061139148	AMB+LF down only	AMB+LF only	324	169	NA	NA	nuclear protein	Nuclear protein	nuclear protein	SMC5_SCHPO|Structural maintenance of chromosomes protein 5 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=smc5 PE=1 SV=3	NA	NA	NA	109	SMC5	Structural maintenance of chromosomes protein 5
CNAG_06746	-0.458753798656479	0.0138886603296358	AMB+LF down only	AMB+LF only	323	170	H2B	NA	histone H2B	Histone H2B	Histone H2B	H2B_CRYNB|Histone H2B OS=Cryptococcus neoformans var. neoformans serotype D (strain B-3501A) OX=283643 GN=HTB1 PE=3 SV=1	NA	NA	NA	1027	HTB1; HTB2	Histone H2B.1 (Suppressor of Ty protein 12); Histone H2B.2
CNAG_03013	-0.458747600639504	0.02418901169165	AMB+LF down only	AMB+LF only	322	171	NA	NA	OPT family small oligopeptide transporter	OPT family small oligopeptide transporter	OPT family small oligopeptide transporter	PGT1_SCHPO|Glutathione transporter 1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=pgt1 PE=1 SV=1	NA	NA	NA	NA	OPT1	Oligopeptide transporter 1 (High affinity glutathione transporter 1)
CNAG_07564	-0.458008669434643	0.0274814518265174	AMB+LF down only	AMB+LF only	321	172	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein	NA	NA	NA	NA	NA	NA	NA
CNAG_03096	-0.456815215452482	0.0481776823282479	AMB+LF down only	AMB+LF only	320	173	NA	NA	UDP-glucose 4-epimerase	UDP-glucose 4-epimerase	UDP-glucose 4-epimerase	NA	NA	NA	NA	NA	NA	NA
CNAG_00656	-0.455817512746782	0.0450936679166119	AMB+LF down only	AMB+LF only	319	174	NA	NA	large subunit ribosomal protein L7e	Large subunit ribosomal protein L7e	large subunit ribosomal protein L7e	RL7_YARLI60|S ribosomal protein L7 OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=RPL7 PE=3 SV=1	NA	NA	NA	NA	RPL7A; RPL7B	60S ribosomal protein L7-A (L6) (Large ribosomal subunit protein uL30-A) (RP11) (YL8); 60S ribosomal protein L7-B (L6) (Large ribosomal subunit protein uL30-B) (RP11) (YL8)
CNAG_05556	-0.454862897119053	0.0344870703615734	AMB+LF down only	AMB+LF only	318	175	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein	RL38A_SCHPO60|S ribosomal protein L38-1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=rpl3801 PE=3 SV=1	NA	NA	NA	NA	RPL38	60S ribosomal protein L38 (Large ribosomal subunit protein eL38)
CNAG_00334	-0.452150352588374	0.0364805341272859	AMB+LF down only	AMB+LF only	317	176	NA	NA	hsp75-like protein	Hsp75-like protein	hsp75-like protein	SSB1_SCHPO|Ribosome-associated molecular chaperone sks2 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=sks2 PE=1 SV=2	NA	NA	NA	NA	KAR2; SSA1; SSA2; SSA3; SSA4; SSB1; SSB2	Endoplasmic reticulum chaperone BiP (EC 3.6.4.10) (78 kDa glucose-regulated protein homolog) (GRP-78) (Immunoglobulin heavy chain-binding protein homolog) (BiP); Heat shock protein SSA1 (Heat shock protein YG100); Heat shock protein SSA2; Heat shock protein SSA3; Heat shock protein SSA4; Ribosome-associated molecular chaperone SSB1 (EC 3.6.4.10) (Cold-inducible protein YG101) (Heat shock protein SSB1) (Hsp70 chaperone Ssb); Ribosome-associated molecular chaperone SSB2 (EC 3.6.4.10) (Heat shock protein SSB2) (Hsp70 chaperone Ssb)
CNAG_05525	-0.451910559220098	0.0293959848293422	AMB+LF down only	AMB+LF only	316	177	NA	NA	small subunit ribosomal protein S26	40S ribosomal protein S26	small subunit ribosomal protein S26	RS26_SCHCO40|S ribosomal protein S26 OS=Schizophyllum commune OX=5334 GN=RPS26 PE=2 SV=1	NA	NA	NA	NA	RPS26A; RPS26B	40S ribosomal protein S26-A (Small ribosomal subunit protein eS26-A); 40S ribosomal protein S26-B (Small ribosomal subunit protein eS26-B)
CNAG_04004	-0.451557341781066	0.0398641394962733	AMB+LF down only	AMB+LF only	315	178	RPS1	J9VLP5	small subunit ribosomal protein S1	40S ribosomal protein S1	small subunit ribosomal protein S1	RS3A_CRYNB40|S ribosomal protein S1 OS=Cryptococcus neoformans var. neoformans serotype D (strain B-3501A) OX=283643 GN=RPS1 PE=3 SV=1	NA	NA	NA	NA	RPS1A; RPS1B	40S ribosomal protein S1-A (RP10A) (Small ribosomal subunit protein eS1-A); 40S ribosomal protein S1-B (RP10B) (Small ribosomal subunit protein eS1-B)
CNAG_06222	-0.45011011273274	0.0478903790258835	AMB+LF down only	AMB+LF only	314	179	NA	NA	large subunit ribosomal protein L32e	Large subunit ribosomal protein L32e	large subunit ribosomal protein L32e	RL32_NEUCR60|S ribosomal protein L32 OS=Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987) OX=367110 GN=crp-63 PE=3 SV=1	NA	NA	NA	NA	RPL32	60S ribosomal protein L32 (Large ribosomal subunit protein eL32)
CNAG_01230	-0.449992465021353	0.0379079680125498	AMB+LF down only	AMB+LF only	313	180	MP98	NA	chitin deacetylase 2	Chitin deacetylase 2	chitin deacetylase 2	CDA_AMYRO|Chitin deacetylase OS=Amylomyces rouxii OX=29923 PE=1 SV=1	NA	NA	NA	727	NA	NA
CNAG_02882	-0.447246031853102	0.0442048935594231	AMB+LF down only	AMB+LF only	312	181	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein	NA	NA	NA	NA	NA	NA	NA
CNAG_06747	-0.446903717078286	0.0170130972356384	AMB+LF down only	AMB+LF only	311	182	H2A-1	NA	histone H2A	Histone H2A	Histone H2A, histone H2A, variant	H2A_CRYNB|Histone H2A OS=Cryptococcus neoformans var. neoformans serotype D (strain B-3501A) OX=283643 GN=HTA1 PE=3 SV=1	NA	NA	NA	1025	HTA1; HTA2	Histone H2A.1; Histone H2A.2
CNAG_01480	-0.446435904497607	0.0321148914602516	AMB+LF down only	AMB+LF only	310	183	NA	NA	large subunit ribosomal protein L12	Large subunit ribosomal protein L12	large subunit ribosomal protein L12	RL12_MOUSE60|S ribosomal protein L12 OS=Mus musculus OX=10090 GN=Rpl12 PE=1 SV=2	NA	NA	NA	NA	RPL12A; RPL12B	60S ribosomal protein L12-A (L15) (Large ribosomal subunit protein uL11-A) (YL23); 60S ribosomal protein L12-B (L15) (Large ribosomal subunit protein uL11-B) (YL23)
CNAG_05302	-0.44517345080923	0.0290119390377864	AMB+LF down only	AMB+LF only	309	184	NA	NA	amine oxidase	Amine oxidase	Amine oxidase	NA	NA	NA	NA	63	NA	NA
CNAG_03605	-0.442657987286072	0.0493281276800374	AMB+LF down only	AMB+LF only	308	185	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein	KCNB2_MOUSE|Potassium voltage-gated channel subfamily B member 2 OS=Mus musculus OX=10090 GN=Kcnb2 PE=1 SV=2	NA	NA	NA	NA	NA	NA
CNAG_00730	-0.441172042156894	0.0121590221931161	AMB+LF down only	AMB+LF only	307	186	AFR1	NA	ATP-binding cassette transporter	ATP-binding cassette transporter	ATP-binding cassette transporter	ATRF_ASPFUAB|C multidrug transporter atrF OS=Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) OX=330879 GN=atrF PE=2 SV=1	NA	NA	NA	NA	; AUS1; PDR10; PDR11; PDR12; PDR15; PDR18; PDR5; SNQ2	Uncharacterized ABC transporter ATP-binding protein/permease YOL075C; ATP-dependent permease AUS1; ATP-dependent permease PDR10; ATP-dependent permease PDR11; ATP-dependent permease PDR12; ATP-dependent permease PDR15; ABC transporter ATP-binding protein/permease PDR18 (Pleiotropic drug resistance protein 18); Pleiotropic ABC efflux transporter of multiple drugs (Pleiotropic drug resistance protein 5) (Suppressor of toxicity of sporidesmin); Protein SNQ2
CNAG_01999	-0.431770633470466	0.0345636241568684	AMB+LF down only	AMB+LF only	306	187	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein	NA	NA	NA	NA	NA	NA	NA
CNAG_02364	-0.42833094247745	0.0146693872108962	AMB+LF down only	AMB+LF only	305	188	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein	NA	TRUE	NA	NA	NA	NA	NA
CNAG_03251	-0.427904299695013	0.0474973578513906	AMB+LF down only	AMB+LF only	304	189	ARF2	NA	ADP-ribosylation factor	ADP-ribosylation factor	ADP-ribosylation factor	ARF_CRYNBAD|P-ribosylation factor OS=Cryptococcus neoformans var. neoformans serotype D (strain B-3501A) OX=283643 GN=ARF PE=3 SV=1	NA	NA	NA	NA	ARF1; ARF2	ADP-ribosylation factor 1; ADP-ribosylation factor 2
CNAG_04932	-0.424670236375496	0.0451566261000622	AMB+LF down only	AMB+LF only	303	190	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein	NA	NA	NA	NA	782	NA	NA
CNAG_06090	-0.423871328457453	0.0135762916361342	AMB+LF down only	AMB+LF only	302	191	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein	NA	NA	NA	NA	NA	NA	NA
CNAG_03886	-0.423653747368815	0.0143431367233063	AMB+LF down only	AMB+LF only	301	192	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein	ELY5_SCHPO|Uncharacterized protein ely5 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=ely5 PE=4 SV=2	NA	NA	NA	NA	NA	NA
CNAG_01018	-0.422975001697242	0.0395536141946952	AMB+LF down only	AMB+LF only	300	193	NA	NA	histone-lysine N-methyltransferase Su(var)3-9	Histone-lysine N-methyltransferase Su(Var)3-9	histone-lysine N-methyltransferase Su(var)3-9	IF2G_DROME|Eukaryotic translation initiation factor 2 subunit 3 OS=Drosophila melanogaster OX=7227 GN=eIF2gamma PE=2 SV=1	NA	NA	NA	NA	GCD11	Eukaryotic translation initiation factor 2 subunit gamma (eIF-2-gamma)
CNAG_00353	-0.422397521014227	0.0455707706170785	AMB+LF down only	AMB+LF only	299	194	LPI16	NA	3-oxo-5-alpha-steroid 4-dehydrogenase 1	3-oxo-5-alpha-steroid 4-dehydrogenase 1	3-oxo-5-alpha-steroid 4-dehydrogenase 1	DET2_SOLLC|Steroid 5-alpha-reductase DET2 OS=Solanum lycopersicum OX=4081 GN=DET2 PE=1 SV=1	NA	NA	NA	NA	NA	NA
CNAG_02941	-0.422055421603262	0.0370189441534952	AMB+LF down only	AMB+LF only	298	195	LPI17	NA	hypothetical protein	Uncharacterized protein	hypothetical protein, hypothetical protein, variant	NA	NA	NA	NA	NA	NA	NA
CNAG_07628	-0.421886195880544	0.0349800499518934	AMB+LF down only	AMB+LF only	297	196	NIP1	J9VMC5	eukaryotic translation initiation factor 3 subunit C	Eukaryotic translation initiation factor 3 subunit C (eIF3c) (Eukaryotic translation initiation factor 3 93 kDa subunit homolog) (eIF3 p93) (Translation initiation factor eIF3, p93 subunit homolog)	translation initiation factor 3 subunit C	EIF3C_CRYNB|Eukaryotic translation initiation factor 3 subunit C OS=Cryptococcus neoformans var. neoformans serotype D (strain B-3501A) OX=283643 GN=NIP1 PE=3 SV=1	NA	NA	NA	NA	NIP1	Eukaryotic translation initiation factor 3 subunit C (eIF3c) (Eukaryotic translation initiation factor 3 93 kDa subunit) (eIF3 p93) (Nuclear transport protein NIP1) (Translation initiation factor eIF3, p93 subunit)
CNAG_04378	-0.418259577699491	0.0293613197080265	AMB+LF down only	AMB+LF only	296	197	NA	NA	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 13	NADH dehydrogenase (Ubiquinone) 1 alpha subcomplex 13	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 13	NDUAD_MOUSENAD|H dehydrogenase	NA	NA	NA	NA	NA	NA
CNAG_04882	-0.416658148457153	0.0192123272665879	AMB+LF down only	AMB+LF only	295	198	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein	NA	NA	NA	NA	NA	NA	NA
CNAG_04047	-0.416473076226138	0.028427636951069	AMB+LF down only	AMB+LF only	294	199	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein, hypothetical protein, variant	NA	NA	NA	NA	NA	NA	NA
CNAG_06772	-0.411939838649295	0.0357048484533253	AMB+LF down only	AMB+LF only	293	200	NA	NA	nucleoporin SEH1	Nucleoporin SEH1	nucleoporin SEH1	SEH1_SCHPO|Nucleoporin seh1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=seh1 PE=1 SV=1	NA	NA	NA	NA	SEH1	Nucleoporin SEH1 (Nuclear pore protein SEH1) (SEC13 homolog 1)
CNAG_02144	-0.411567826919359	0.048023822842497	AMB+LF down only	AMB+LF only	292	201	NA	NA	large subunit ribosomal protein L1-A	Ribosomal protein	large subunit ribosomal protein L1-A	RL1B_SCHPO60|S ribosomal protein L1-B OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=rpl101 PE=1 SV=1	NA	NA	NA	NA	RPL1A; RPL1B	60S ribosomal protein L1-A (L10a) (Large ribosomal subunit protein uL1-A); 60S ribosomal protein L1-B (L10a) (Large ribosomal subunit protein uL1-B)
CNAG_02901	-0.411240836890112	0.0253881232460783	AMB+LF down only	AMB+LF only	291	202	LSM4	J9VQ10	U6 snRNA-associated Sm-like protein LSm4	U6 snRNA-associated Sm-like protein LSm4	U6 snRNA-associated Sm-like protein LSm4	LSM4_ARATH|Sm-like protein LSM4 OS=Arabidopsis thaliana OX=3702 GN=LSM4 PE=1 SV=1	NA	NA	NA	NA	LSM4	U6 snRNA-associated Sm-like protein LSm4
CNAG_03419	-0.410010594147237	0.0391682835345767	AMB+LF down only	AMB+LF only	290	203	NA	NA	ATP-dependent RNA helicase DDX41	ATP-dependent RNA helicase DDX41	ATP-dependent RNA helicase DDX41	RH35_ARATHDEA|D-box ATP-dependent RNA helicase 35 OS=Arabidopsis thaliana OX=3702 GN=RH35 PE=2 SV=1	NA	NA	NA	NA	NA	NA
CNAG_00734	-0.409648257874245	0.0155269582152601	AMB+LF down only	AMB+LF only	289	204	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CNAG_02959	-0.408909792660654	0.0492170981978244	AMB+LF down only	AMB+LF only	288	205	CFT2	NA	high-affinity iron transporter	High-affinity iron transporter	high-affinity iron transporter	FTR1_RHIO9|High affinity iron permease 1 OS=Rhizopus delemar (strain RA 99-880 / ATCC MYA-4621 / FGSC 9543 / NRRL 43880) OX=246409 GN=ftr1 PE=1 SV=1	NA	NA	NA	NA	FTR1	Plasma membrane iron permease
CNAG_01486	-0.407983842183405	0.0331918780304971	AMB+LF down only	AMB+LF only	287	206	NA	NA	large subunit ribosomal protein L15-A	Ribosomal protein L15	large subunit ribosomal protein L15-A	RL15B_SCHPO60|S ribosomal protein L15-B OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=rpl1502 PE=1 SV=1	NA	NA	NA	NA	RPL15A; RPL15B	60S ribosomal protein L15-A (L13) (Large ribosomal subunit protein eL15-A) (RP15R) (YL10) (YP18); 60S ribosomal protein L15-B (L13) (Large ribosomal subunit protein eL15-B) (RP15R) (YL10) (YP18)
CNAG_04516	-0.406144154499837	0.0467230733339852	AMB+LF down only	AMB+LF only	286	207	NA	NA	WSC domain-containing protein	WSC domain-containing protein	WSC domain-containing protein	NA	NA	NA	NA	298	NA	NA
CNAG_03622	-0.406090950063145	0.0430158799123159	AMB+LF down only	AMB+LF only	285	208	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CNAG_01890	-0.404346780404733	0.0249567200194479	AMB+LF down only	AMB+LF only	284	209	MET6	NA	5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase	5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase	5-methyltetrahydropteroyltriglutamate- homocysteine S-methyltransferase	METE_SCHPO|Probable 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=met26 PE=1 SV=1	NA	NA	NA	NA	MET6	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase (EC 2.1.1.14) (Cobalamin-independent methionine synthase) (Delta-P8 protein) (Methionine synthase, vitamin-B12 independent isozyme)
CNAG_07749	-0.393411738259855	0.0463231523210554	AMB+LF down only	AMB+LF only	283	210	NA	NA	3-ketodihydrosphingosine reductase TSC10	3-ketodihydrosphingosine reductase TSC10	3-ketodihydrosphingosine reductase tsc10	TSC10_CRYN|J3-ketodihydrosphingosine reductase TSC10 OS=Cryptococcus neoformans var. neoformans serotype D (strain JEC21 / ATCC MYA-565) OX=214684 GN=TSC10 PE=3 SV=1	NA	NA	NA	342	TSC10	3-ketodihydrosphingosine reductase TSC10 (EC 1.1.1.102) (3-dehydrosphinganine reductase) (KDS reductase) (Temperature-sensitive CSG2 suppressor protein 10)
