genes	logFC.A	FDR.A	groups	coarse_groups	rank_from_biggest_increase	rank_from_biggest_decrease	gene_names	uniprot_acc	broad_gene_name	uniprot_gene_name	fungidb_gene_name	blast2go_annotation	is_tf	is_kinases	is_virulence_gene	order_peaktime	scer_orthologs	scer_ortholog_descriptions
CNAG_00286	-0.294545823239423	0.0327002049639421	AMB down only	AMB only	328	300	NAB2	NA	hypothetical protein	Uncharacterized protein	putative nuclear polyadenylated mRNA-binding protein	NA	NA	NA	NA	NA	NAB2	Nuclear polyadenylated RNA-binding protein NAB2
CNAG_02232	-0.293365519834511	0.0323776255277763	AMB down only	AMB only	327	301	NA	NA	RNA polymerase II-associated factor 1	RNA polymerase II-associated factor 1	RNA polymerase II-associated factor 1	PAF1_SCHPORN|A polymerase II-associated protein 1 homolog OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPAC664.03 PE=1 SV=2	NA	NA	NA	NA	PAF1	RNA polymerase II-associated protein 1 (Protein PAF1)
CNAG_03684	-0.291766341427518	0.0286125725336801	AMB down only	AMB only	326	302	NA	NA	ATP-binding cassette, subfamily B (MDR/TAP), member 10	ATP-binding cassette, subfamily B (MDR/TAP), member 10	ATP-binding cassette, subfamily B (MDR/TAP), member 10	MDR2_ASPFUAB|C multidrug transporter mdr2 OS=Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) OX=330879 GN=mdr2 PE=2 SV=1	NA	NA	NA	NA	MDL1; MDL2	ATP-dependent permease MDL1, mitochondrial (ABC transporter MDL1) (Multidrug resistance-like protein 1); ATP-dependent permease MDL2, mitochondrial (Multidrug resistance-like protein 2)
CNAG_04352	-0.290535814039947	0.0402651340336835	AMB down only	AMB only	325	303	ZAP103	NA	zinc-finger protein	Zinc-finger protein	Putative zinc finger transcription factor	IEC1_SCHPOIN|O80 complex subunit 1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=iec1 PE=1 SV=1	TRUE	NA	NA	NA	NA	NA
CNAG_00313	-0.288088473855371	0.0179938728812226	AMB down only	AMB only	324	304	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein	NA	NA	NA	NA	NA	NA	NA
CNAG_00875	-0.288078055260472	0.0445602789936347	AMB down only	AMB only	323	305	NA	NA	rab family, other	Rab family protein	rab family protein	RAB2A_CANLF|Ras-related protein Rab-2A OS=Canis lupus familiaris OX=9615 GN=RAB2A PE=1 SV=1	NA	NA	NA	NA	NA	NA
CNAG_02947	-0.287207831349842	0.0314531024823479	AMB down only	AMB only	322	306	NA	NA	SCYL protein kinase	SCYL protein kinase	SCYL protein kinase	PPK32_SCHPO|Protein kinase domain-containing protein ppk32 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=ppk32 PE=1 SV=1	NA	TRUE	NA	NA	SCY1	Protein kinase-like protein SCY1
CNAG_04368	-0.28687644102974	0.0392929526613733	AMB down only	AMB only	321	307	NA	NA	CD2 antigen cytoplasmic tail-binding protein 2	CD2 antigen cytoplasmic tail-binding protein 2	CD2 antigen cytoplasmic tail-binding protein 2	NA	NA	NA	NA	NA	LIN1	Protein LIN1
CNAG_03261	-0.286269799044979	0.0356307928739299	AMB down only	AMB only	320	308	NA	NA	zinc finger protein	Zinc finger protein	zinc finger protein	ZN207_HUMANBU|B3-interacting and GLEBS motif-containing protein ZNF207 OS=Homo sapiens OX=9606 GN=ZNF207 PE=1 SV=1	TRUE	NA	NA	364	NA	NA
CNAG_03072	-0.286068587593769	0.0160407867902052	AMB down only	AMB only	319	309	NA	NA	enolase	Enolase	enolase	ENO_NEOFR|Enolase OS=Neocallimastix frontalis OX=4757 PE=3 SV=1	NA	NA	NA	NA	ENO1; ENO2; ERR1; ERR2; ERR3	Enolase 1 (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase 1) (2-phosphoglycerate dehydratase 1); Enolase 2 (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase 2) (2-phosphoglycerate dehydratase 2); Enolase-related protein 1 (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (2-phosphoglycerate dehydratase); Enolase-related protein 2 (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (2-phosphoglycerate dehydratase); Enolase-related protein 3 (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (2-phosphoglycerate dehydratase)
CNAG_05475	-0.285826769261769	0.0407786644197599	AMB down only	AMB only	318	310	NA	NA	proteasome subunit alpha type-5	Proteasome subunit alpha type (EC 3.4.25.1)	proteasome subunit alpha type-5	PSA5_SCHPO|Probable proteasome subunit alpha type-5 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=pup2 PE=1 SV=1	NA	NA	NA	NA	PUP2	Proteasome subunit alpha type-5 (EC 3.4.25.1) (Macropain subunit PUP2) (Multicatalytic endopeptidase complex subunit PUP2) (Proteasome component PUP2) (Proteinase YSCE subunit PUP2)
CNAG_00314	-0.282477923278539	0.0436591703551725	AMB down only	AMB only	317	311	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein	NA	NA	NA	NA	NA	NA	NA
CNAG_02419	-0.281075291094969	0.0468356355258257	AMB down only	AMB only	316	312	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein	NA	NA	NA	NA	NA	NA	NA
CNAG_01158	-0.280554894647655	0.0211684093004328	AMB down only	AMB only	315	313	NA	NA	branchpoint-bridging protein	Branchpoint-bridging protein	branchpoint-bridging protein	BBP_CRYNB|Branchpoint-bridging protein OS=Cryptococcus neoformans var. neoformans serotype D (strain B-3501A) OX=283643 GN=BBP PE=3 SV=1	NA	NA	NA	256	MSL5	Branchpoint-bridging protein (Mud synthetic-lethal 5 protein) (Splicing factor 1) (Zinc finger protein BBP)
CNAG_05043	-0.27985881770558	0.031729266702659	AMB down only	AMB only	314	314	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein	NA	NA	NA	NA	NA	NA	NA
CNAG_02833	-0.27927222400962	0.0428771802796103	AMB down only	AMB only	313	315	NA	NA	NADH dehydrogenase (ubiquinone) 1 beta subcomplex 7	NADH dehydrogenase (Ubiquinone) 1 beta subcomplex 7	NADH dehydrogenase (ubiquinone) 1 beta subcomplex 7	NDUB7_ARATHNAD|H dehydrogenase	NA	NA	NA	NA	NA	NA
CNAG_07830	-0.278804000099625	0.0330250111345501	AMB down only	AMB only	312	316	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein, hypothetical protein, variant	NA	NA	NA	NA	NA	NA	NA
CNAG_05793	-0.278653756412046	0.0284697924602093	AMB down only	AMB only	311	317	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein	NA	NA	NA	NA	NA	NA	NA
CNAG_04383	-0.277772966086293	0.034708057223577	AMB down only	AMB only	310	318	NA	NA	acetyltransferase	Acetyltransferase	acetyltransferase	NAA50_DANRE|N-alpha-acetyltransferase 50 OS=Danio rerio OX=7955 GN=naa50 PE=1 SV=1	NA	NA	NA	191	NAT5	N-alpha-acetyltransferase NAT5 (NatA complex subunit NAT5) (EC 2.3.1.258)
CNAG_04301	-0.277538941820092	0.0446042100797716	AMB down only	AMB only	309	319	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein, hypothetical protein, variant	NA	NA	NA	NA	213	NA	NA
CNAG_06765	-0.277179371321814	0.0497650766104842	AMB down only	AMB only	308	320	LMP1	NA	hypothetical protein	Uncharacterized protein	Low mating performance protein	NA	NA	NA	NA	NA	GAL11	Mediator of RNA polymerase II transcription subunit 15 (Autonomous replication regulatory protein 3) (Basal expression activator protein 1) (Defective silencing suppressor protein 4) (Mediator complex subunit 15) (Transcription regulatory protein GAL11) (Ty insertion suppressor protein 13)
CNAG_07925	-0.27669114192139	0.0470509443317017	AMB down only	AMB only	307	321	NA	NA	nucleoprotein TPR	Nucleoprotein TPR	nucleoprotein TPR	NA	NA	NA	NA	NA	MLP1	Protein MLP1 (Myosin-like protein 1)
CNAG_03235	-0.276474074508717	0.0301128209824355	AMB down only	AMB only	306	322	NA	NA	THO complex subunit 1	THO complex subunit 1	THO complex subunit 1	THOC1_HUMANTH|O complex subunit 1 OS=Homo sapiens OX=9606 GN=THOC1 PE=1 SV=1	NA	NA	NA	NA	NA	NA
CNAG_00046	-0.274646778583287	0.0438700428873528	AMB down only	AMB only	305	323	NA	NA	26S proteasome regulatory subunit N8	26S proteasome regulatory subunit N8	26S proteasome regulatory subunit N8	RPN8_NEUCR26|S proteasome regulatory subunit rpn-8 OS=Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987) OX=367110 GN=rpn-8 PE=3 SV=1	NA	NA	NA	NA	RPN8	26S proteasome regulatory subunit RPN8
CNAG_06192	-0.272528493365183	0.0130494827784885	AMB down only	AMB only	304	324	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein	NA	NA	NA	NA	NA	NA	NA
CNAG_05804	-0.271502812667583	0.0443781026156456	AMB down only	AMB only	303	325	NA	NA	nuclear pore complex protein Nup188	Nuclear pore complex protein Nup188	nuclear pore complex protein Nup188	NA	NA	NA	NA	NA	NA	NA
CNAG_05830	-0.27094927143831	0.0486223065136799	AMB down only	AMB only	302	326	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CNAG_07485	-0.267029606376288	0.0236498478023506	AMB down only	AMB only	301	327	NA	NA	membrane protein	Membrane protein	membrane protein, membrane protein, variant	YTP1_YEAST|Protein YTP1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YTP1 PE=1 SV=1	NA	NA	NA	NA	YTP1	Protein YTP1
CNAG_01017	-0.265299578399147	0.0410833743357405	AMB down only	AMB only	297	328	NA	NA	E3 ubiquitin-protein ligase SHPRH	E3 ubiquitin-protein ligase SHPRH	E3 ubiquitin-protein ligase SHPRH, E3 ubiquitin-protein ligase SHPRH, variant	YIV5_SCHPO|Uncharacterized ATP-dependent helicase C144.05 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPAC144.05 PE=3 SV=1	NA	NA	NA	666	IRC20	Uncharacterized ATP-dependent helicase IRC20 (EC 3.6.1.-) (Increased recombination centers protein 20)
CNAG_01017	-0.265299578399147	0.0410833743357405	AMB down only	AMB only	297	328	NA	NA	E3 ubiquitin-protein ligase SHPRH	E3 ubiquitin-protein ligase SHPRH	E3 ubiquitin-protein ligase SHPRH, E3 ubiquitin-protein ligase SHPRH, variant	SHPRH_HUMAN|E3 ubiquitin-protein ligase SHPRH OS=Homo sapiens OX=9606 GN=SHPRH PE=1 SV=2	NA	NA	NA	666	IRC20	Uncharacterized ATP-dependent helicase IRC20 (EC 3.6.1.-) (Increased recombination centers protein 20)
CNAG_01017	-0.265299578399147	0.0410833743357405	AMB down only	AMB only	298	329	NA	NA	E3 ubiquitin-protein ligase SHPRH	E3 ubiquitin-protein ligase SHPRH	E3 ubiquitin-protein ligase SHPRH, E3 ubiquitin-protein ligase SHPRH, variant	YIV5_SCHPO|Uncharacterized ATP-dependent helicase C144.05 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPAC144.05 PE=3 SV=1	NA	NA	NA	666	IRC20	Uncharacterized ATP-dependent helicase IRC20 (EC 3.6.1.-) (Increased recombination centers protein 20)
CNAG_01017	-0.265299578399147	0.0410833743357405	AMB down only	AMB only	298	329	NA	NA	E3 ubiquitin-protein ligase SHPRH	E3 ubiquitin-protein ligase SHPRH	E3 ubiquitin-protein ligase SHPRH, E3 ubiquitin-protein ligase SHPRH, variant	SHPRH_HUMAN|E3 ubiquitin-protein ligase SHPRH OS=Homo sapiens OX=9606 GN=SHPRH PE=1 SV=2	NA	NA	NA	666	IRC20	Uncharacterized ATP-dependent helicase IRC20 (EC 3.6.1.-) (Increased recombination centers protein 20)
CNAG_01017	-0.265299578399147	0.0410833743357405	AMB down only	AMB only	299	330	NA	NA	E3 ubiquitin-protein ligase SHPRH	E3 ubiquitin-protein ligase SHPRH	E3 ubiquitin-protein ligase SHPRH, E3 ubiquitin-protein ligase SHPRH, variant	YIV5_SCHPO|Uncharacterized ATP-dependent helicase C144.05 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPAC144.05 PE=3 SV=1	NA	NA	NA	666	IRC20	Uncharacterized ATP-dependent helicase IRC20 (EC 3.6.1.-) (Increased recombination centers protein 20)
CNAG_01017	-0.265299578399147	0.0410833743357405	AMB down only	AMB only	299	330	NA	NA	E3 ubiquitin-protein ligase SHPRH	E3 ubiquitin-protein ligase SHPRH	E3 ubiquitin-protein ligase SHPRH, E3 ubiquitin-protein ligase SHPRH, variant	SHPRH_HUMAN|E3 ubiquitin-protein ligase SHPRH OS=Homo sapiens OX=9606 GN=SHPRH PE=1 SV=2	NA	NA	NA	666	IRC20	Uncharacterized ATP-dependent helicase IRC20 (EC 3.6.1.-) (Increased recombination centers protein 20)
CNAG_01017	-0.265299578399147	0.0410833743357405	AMB down only	AMB only	300	331	NA	NA	E3 ubiquitin-protein ligase SHPRH	E3 ubiquitin-protein ligase SHPRH	E3 ubiquitin-protein ligase SHPRH, E3 ubiquitin-protein ligase SHPRH, variant	YIV5_SCHPO|Uncharacterized ATP-dependent helicase C144.05 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPAC144.05 PE=3 SV=1	NA	NA	NA	666	IRC20	Uncharacterized ATP-dependent helicase IRC20 (EC 3.6.1.-) (Increased recombination centers protein 20)
CNAG_01017	-0.265299578399147	0.0410833743357405	AMB down only	AMB only	300	331	NA	NA	E3 ubiquitin-protein ligase SHPRH	E3 ubiquitin-protein ligase SHPRH	E3 ubiquitin-protein ligase SHPRH, E3 ubiquitin-protein ligase SHPRH, variant	SHPRH_HUMAN|E3 ubiquitin-protein ligase SHPRH OS=Homo sapiens OX=9606 GN=SHPRH PE=1 SV=2	NA	NA	NA	666	IRC20	Uncharacterized ATP-dependent helicase IRC20 (EC 3.6.1.-) (Increased recombination centers protein 20)
CNAG_03528	-0.264699251227812	0.0181223386369739	AMB down only	AMB only	296	332	NA	NA	AP-2 complex subunit alpha	AP-2 complex subunit alpha	AP-2 complex subunit alpha	AP2A2_BOVINA|P-2 complex subunit alpha-2 OS=Bos taurus OX=9913 GN=AP2A2 PE=1 SV=1	NA	NA	NA	NA	APL3	AP-2 complex subunit alpha (Alpha-adaptin) (Clathrin assembly protein complex 2 alpha large chain) (Clathrin assembly protein large alpha chain)
CNAG_01340	-0.262902606641308	0.042885028195073	AMB down only	AMB only	295	333	NA	NA	ATPase	ATPase	ATPase	TBP7_YEAST|Tat-binding homolog 7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YTA7 PE=1 SV=2	NA	NA	NA	165	YTA7	Tat-binding homolog 7
CNAG_03027	-0.262338448145692	0.0284883179615696	AMB down only	AMB only	294	334	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein	US107_SCHPO|U1 snRNP-associated protein usp107 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=usp107 PE=1 SV=1	NA	NA	NA	NA	NA	NA
CNAG_01843	-0.26214565203412	0.0344277013762506	AMB down only	AMB only	293	335	TSF1	J9VUV8	elongation factor Ts, mitochondrial	Elongation factor Ts, mitochondrial (EF-Ts) (EF-TsMt)	elongation factor Ts, mitochondrial	EFTS_CRYNB|Elongation factor Ts, mitochondrial OS=Cryptococcus neoformans var. neoformans serotype D (strain B-3501A) OX=283643 GN=TSF1 PE=3 SV=1	NA	NA	NA	NA	NA	NA
CNAG_00872	-0.261749880434499	0.0436886756019226	AMB down only	AMB only	292	336	NA	NA	ATP-dependent DNA helicase	ATP-dependent DNA helicase (EC 3.6.4.12)	ATP-dependent DNA helicase	MED34_ARATH|Mediator of RNA polymerase II transcription subunit 34 OS=Arabidopsis thaliana OX=3702 GN=MED34 PE=1 SV=1	NA	NA	NA	NA	NA	NA
CNAG_03109	-0.260939738366191	0.0372212271194428	AMB down only	AMB only	291	337	NA	NA	ubiquitin carboxyl-terminal hydrolase 14	Ubiquitin carboxyl-terminal hydrolase 14	ubiquitin carboxyl-terminal hydrolase 14	UBP6_ARATH|Ubiquitin carboxyl-terminal hydrolase 6 OS=Arabidopsis thaliana OX=3702 GN=UBP6 PE=1 SV=1	NA	NA	NA	NA	UBP6	Ubiquitin carboxyl-terminal hydrolase 6 (EC 3.4.19.12) (Deubiquitinating enzyme 6) (Ubiquitin thioesterase 6) (Ubiquitin-specific-processing protease 6)
CNAG_02985	-0.260862625630977	0.0491139262745367	AMB down only	AMB only	290	338	NA	NA	nuclear mRNA splicing protein	Nuclear mRNA splicing protein	nuclear mRNA splicing protein	YJU2_MOUSE|Splicing factor YJU2 OS=Mus musculus OX=10090 GN=Yju2 PE=1 SV=1	NA	NA	NA	NA	YJU2	Splicing factor YJU2
CNAG_00693	-0.260321582062554	0.0394103342604586	AMB down only	AMB only	289	339	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CNAG_01054	-0.260019001493311	0.049738208150619	AMB down only	AMB only	288	340	NA	NA	RNA polymerase II subunit A domain phosphatase SSU72	RNA polymerase II subunit A domain phosphatase SSU72	RNA polymerase II subunit A domain phosphatase ssu72	SSU72_CRYNBRN|A polymerase II subunit A C-terminal domain phosphatase SSU72 OS=Cryptococcus neoformans var. neoformans serotype D (strain B-3501A) OX=283643 GN=SSU72 PE=3 SV=1	NA	NA	NA	NA	SSU72	RNA polymerase II subunit A C-terminal domain phosphatase SSU72 (CTD phosphatase SSU72) (EC 3.1.3.16) (Suppressor of SUA7 protein 2)
CNAG_04211	-0.259316569447535	0.0310076973359945	AMB down only	AMB only	287	341	NA	NA	nuclear RNA export factor 1/2	Nuclear RNA export factor 1/2	nuclear RNA export factor 1/2	NA	NA	NA	NA	NA	MEX67	mRNA export factor MEX67
CNAG_05581	-0.256750934299184	0.0333623455616099	AMB down only	AMB only	286	342	CHS3	J9VXM5	chitin synthase	Chitin synthase 3 (EC 2.4.1.16) (Chitin-UDP acetyl-glucosaminyl transferase 3) (Class-IV chitin synthase 3)	Chitin synthase	CHS3_CRYNH|Chitin synthase 3 OS=Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487) OX=235443 GN=CHS3 PE=1 SV=1	NA	NA	NA	NA	CHS3	Chitin synthase 3 (EC 2.4.1.16) (Chitin-UDP acetyl-glucosaminyl transferase 3) (Class-IV chitin synthase 3)
CNAG_02032	-0.255021976718248	0.0335545573783199	AMB down only	AMB only	285	343	NA	NA	nucear export factor	Nuclear export factor	nuclear export factor	SAC31_SCHPOSA|C3 family protein 1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPCC576.05 PE=1 SV=1	NA	NA	NA	NA	SAC3	Nuclear mRNA export protein SAC3 (Leucine permease transcriptional regulator)
CNAG_01733	-0.252588055280695	0.047788676497077	AMB down only	AMB only	284	344	NA	NA	pre-mRNA-processing factor 19	Pre-mRNA-processing factor 19	pre-mRNA-processing factor 19	PR19A_ARATH|Pre-mRNA-processing factor 19 homolog 1 OS=Arabidopsis thaliana OX=3702 GN=PRP19A PE=1 SV=1	NA	NA	NA	NA	PRP19	Pre-mRNA-processing factor 19 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase PRP19)
CNAG_07163	-0.252230957462799	0.0324856804327412	AMB down only	AMB only	283	345	NA	NA	preprotein translocase subunit YidC	Preprotein translocase subunit YidC	preprotein translocase subunit YidC	OXA1L_HUMAN|Mitochondrial inner membrane protein OXA1L OS=Homo sapiens OX=9606 GN=OXA1L PE=1 SV=3	NA	NA	NA	NA	OXA1	Mitochondrial inner membrane protein OXA1 (Cytochrome oxidase biogenesis protein OXA1) (Oxidase assembly protein 1)
CNAG_06229	-0.250249155870929	0.0465701938402176	AMB down only	AMB only	282	346	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein	SGT1A_ARATH|Protein SGT1 homolog A OS=Arabidopsis thaliana OX=3702 GN=SGT1A PE=1 SV=1	NA	NA	NA	NA	SGT1	Protein SGT1 (Suppressor of G2 allele of SKP1)
CNAG_05629	-0.248080891121592	0.0286125725336801	AMB down only	AMB only	281	347	NA	NA	endoribonuclease YSH1	Endoribonuclease YSH1	endoribonuclease ysh1	YSH1_CRYNB|Endoribonuclease YSH1 OS=Cryptococcus neoformans var. neoformans serotype D (strain B-3501A) OX=283643 GN=YSH1 PE=3 SV=1	NA	NA	NA	NA	YSH1	Endoribonuclease YSH1 (EC 3.1.27.-) (Yeast 73 kDa homolog 1) (mRNA 3'-end-processing protein YSH1)
CNAG_01694	-0.247090881101282	0.0236891487934169	AMB down only	AMB only	280	348	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein	NA	NA	NA	NA	NA	NA	NA
CNAG_04815	-0.245743426240458	0.0472661243083512	AMB down only	AMB only	279	349	BNI1	NA	cytokinesis protein	Cytokinesis protein	Formin BNI1	BNI1_YEAST|Protein BNI1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=BNI1 PE=1 SV=3	NA	NA	NA	NA	BNI1	Protein BNI1 (Pointed projection formation protein 3) (Sensitive to high expression protein 5) (Synthetic lethal 39)
CNAG_05788	-0.24509903514684	0.0483208984201935	AMB down only	AMB only	278	350	NA	NA	V-type ATPase, G subunit	V-type proton ATPase subunit G	V-type ATPase, G subunit	NA	NA	NA	NA	NA	VMA10	V-type proton ATPase subunit G (V-ATPase subunit G) (V-ATPase 13 kDa subunit) (Vacuolar proton pump subunit G)
CNAG_05549	-0.241131416921269	0.0401984599247114	AMB down only	AMB only	277	351	NA	NA	CMGC/CDK protein kinase	CMGC/CDK protein kinase	CMGC/CDK protein kinase	CDK9_SCHPO|Probable cyclin-dependent kinase 9 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=cdk9 PE=1 SV=1	NA	TRUE	NA	NA	SGV1	Serine/threonine-protein kinase BUR1 (EC 2.7.11.22) (EC 2.7.11.23) (Bypass UAS requirement protein 1) (Suppressor of GPA1-Vall50 mutation protein 1)
CNAG_05549	-0.241131416921269	0.0401984599247114	AMB down only	AMB only	277	351	NA	NA	CMGC/CDK protein kinase	CMGC/CDK protein kinase	CMGC/CDK protein kinase	CDK9_SCHPO|Probable cyclin-dependent kinase 9 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=cdk9 PE=1 SV=1	NA	TRUE	NA	NA	SGV1	Serine/threonine-protein kinase BUR1 (EC 2.7.11.22) (EC 2.7.11.23) (Bypass UAS requirement protein 1) (Suppressor of GPA1-Vall50 mutation protein 1)
CNAG_02769	-0.240392529398053	0.0278627821325107	AMB down only	AMB only	276	352	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein	COX18_KLULA|Cytochrome c oxidase assembly protein COX18, mitochondrial OS=Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) OX=284590 GN=COX18 PE=3 SV=1	NA	NA	NA	NA	COX18	Cytochrome c oxidase assembly protein COX18, mitochondrial (Cytochrome c oxidase assembly protein 18)
CNAG_00634	-0.240173074103097	0.0324856804327412	AMB down only	AMB only	275	353	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein, hypothetical protein, variant	NA	NA	NA	NA	NA	NA	NA
CNAG_04118	-0.239868525343087	0.0287287064623552	AMB down only	AMB only	274	354	CTK1	NA	CMGC/CDK/CRK7 protein kinase	CMGC/CDK/CRK7 protein kinase	CMGC/CDK/CRK7 protein kinase	CTK1_SCHPOCT|D kinase subunit alpha OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=lsk1 PE=1 SV=1	NA	TRUE	NA	NA	CTK1	CTD kinase subunit alpha (CTDK-I subunit alpha) (EC 2.7.11.23) (CTD kinase 58 kDa subunit) (CTD kinase subunit 1)
CNAG_04118	-0.239868525343087	0.0287287064623552	AMB down only	AMB only	274	354	CTK1	NA	CMGC/CDK/CRK7 protein kinase	CMGC/CDK/CRK7 protein kinase	CMGC/CDK/CRK7 protein kinase	CTK1_SCHPOCT|D kinase subunit alpha OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=lsk1 PE=1 SV=1	NA	TRUE	NA	NA	CTK1	CTD kinase subunit alpha (CTDK-I subunit alpha) (EC 2.7.11.23) (CTD kinase 58 kDa subunit) (CTD kinase subunit 1)
CNAG_07719	-0.237179527932129	0.0383053346736469	AMB down only	AMB only	273	355	NA	NA	26S protease regulatory subunit 7	26S protease regulatory subunit 7	26S protease regulatory subunit 7	PRS7_YEAST26|S proteasome regulatory subunit 7 homolog OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPT1 PE=1 SV=1	NA	NA	NA	NA	RPT1	26S proteasome regulatory subunit 7 homolog (Protein CIM5) (Tat-binding homolog 3)
CNAG_07994	-0.235123136455411	0.0334786133899942	AMB down only	AMB only	272	356	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein	SMYD2_HUMAN|N-lysine methyltransferase SMYD2 OS=Homo sapiens OX=9606 GN=SMYD2 PE=1 SV=2	NA	NA	NA	NA	NA	NA
CNAG_04069	-0.223753197519435	0.0487345766755551	AMB down only	AMB only	271	357	PRP31	NA	U4/U6 small nuclear ribonucleoprotein PRP31	U4/U6 small nuclear ribonucleoprotein PRP31	U4/U6 small nuclear ribonucleoprotein PRP31	PRP31_MOUSE|U4/U6 small nuclear ribonucleoprotein Prp31 OS=Mus musculus OX=10090 GN=Prpf31 PE=1 SV=3	NA	NA	NA	NA	PRP31	Pre-mRNA-processing factor 31
CNAG_01381	-0.213155977293934	0.044591352336348	AMB down only	AMB only	270	358	NA	NA	hypothetical protein	Uncharacterized protein (Fragment)	hypothetical protein	RRP41_THEGJ|Exosome complex component Rrp41 OS=Thermococcus gammatolerans (strain DSM 15229 / JCM 11827 / EJ3) OX=593117 GN=rrp41 PE=3 SV=1	NA	NA	NA	NA	RRP46	Exosome complex component RRP46 (Ribosomal RNA-processing protein 46)
CNAG_02396	-0.205457494645114	0.0489845641801896	AMB down only	AMB only	269	359	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein	NKAP_USTMANKA|P family protein UM04995 OS=Ustilago maydis (strain 521 / FGSC 9021) OX=237631 GN=UMAG_04995 PE=3 SV=1	NA	NA	NA	NA	NA	NA
CNAG_01799	0.208359682087321	0.0496286782551809	AMB up only	AMB only	268	360	NA	NA	ubiquinol-cytochrome c reductase subunit 8	Ubiquinol-cytochrome c reductase subunit 8	ubiquinol-cytochrome c reductase subunit 8	QCR8_SCHPO|Cytochrome b-c1 complex subunit 8 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=qcr8 PE=3 SV=1	NA	NA	NA	NA	QCR8	Cytochrome b-c1 complex subunit 8 (Complex III subunit 8) (Complex III subunit VII) (Ubiquinol-cytochrome c reductase complex 11 kDa protein) (Ubiquinol-cytochrome c reductase complex ubiquinone-binding protein QP-C)
CNAG_04809	0.208427972381123	0.0486599375437435	AMB up only	AMB only	267	361	NA	NA	COP9 signalosome complex subunit 5	COP9 signalosome complex subunit 5	COP9 signalosome complex subunit 5	CSN5_CRYNBCO|P9 signalosome complex subunit 5 OS=Cryptococcus neoformans var. neoformans serotype D (strain B-3501A) OX=283643 GN=RRI1 PE=3 SV=1	NA	NA	NA	NA	RRI1	COP9 signalosome complex subunit 5 (EC 3.4.-.-)
